latitude,longitude,datetime
84.70213,136.74730,2019-10-10 17:00:00
84.70191,136.74886,2019-10-10 17:10:00
84.70168,136.75073,2019-10-10 17:20:00
84.70145,136.75288,2019-10-10 17:30:00
84.70120,136.75552,2019-10-10 17:40:00
84.70094,136.75803,2019-10-10 17:51:00
84.70071,136.76074,2019-10-10 18:00:00
84.70041,136.76404,2019-10-10 18:10:00
84.70009,136.76756,2019-10-10 18:20:00
84.69976,136.77135,2019-10-10 18:30:00
84.69942,136.77536,2019-10-10 18:40:00
84.69909,136.77943,2019-10-10 18:50:00
84.69875,136.78352,2019-10-10 19:00:00
84.69839,136.78778,2019-10-10 19:10:00
84.69801,136.79222,2019-10-10 19:20:00
84.69759,136.79680,2019-10-10 19:30:00
84.69714,136.80144,2019-10-10 19:40:00
84.69669,136.80627,2019-10-10 19:50:00
84.69620,136.81140,2019-10-10 20:01:00
84.69572,136.81612,2019-10-10 20:10:00
84.69521,136.82120,2019-10-10 20:20:00
84.69469,136.82649,2019-10-10 20:30:00
84.69413,136.83202,2019-10-10 20:40:00
84.69356,136.83763,2019-10-10 20:50:00
84.69298,136.84331,2019-10-10 21:00:00
84.69239,136.84895,2019-10-10 21:10:00
84.69180,136.85446,2019-10-10 21:20:00
84.69118,136.86015,2019-10-10 21:30:00
84.69054,136.86574,2019-10-10 21:40:00
84.68991,136.87160,2019-10-10 21:50:00
84.68930,136.87715,2019-10-10 22:00:00
84.68863,136.88275,2019-10-10 22:10:00
84.68793,136.88837,2019-10-10 22:20:00
84.68719,136.89352,2019-10-10 22:30:00
84.68652,136.89958,2019-10-10 22:40:00
84.68578,136.90517,2019-10-10 22:50:00
84.68501,136.91072,2019-10-10 23:00:00
84.68427,136.91612,2019-10-10 23:10:00
84.68348,136.92186,2019-10-10 23:21:00
84.68275,136.92685,2019-10-10 23:30:00
84.68198,136.93213,2019-10-10 23:40:00
84.68121,136.93727,2019-10-10 23:50:00
84.68043,136.94229,2019-10-11 00:00:00
84.67966,136.94713,2019-10-11 00:10:00
84.67889,136.95183,2019-10-11 00:20:00
84.67814,136.95639,2019-10-11 00:30:00
84.67739,136.96074,2019-10-11 00:40:00
84.67664,136.96494,2019-10-11 00:50:00
84.67590,136.96913,2019-10-11 01:00:00
84.67514,136.97328,2019-10-11 01:10:00
84.67440,136.97748,2019-10-11 01:20:00
84.67368,136.98152,2019-10-11 01:30:00
84.67291,136.98553,2019-10-11 01:40:00
84.67214,136.98959,2019-10-11 01:50:00
84.67136,136.99380,2019-10-11 02:00:00
84.67065,136.99742,2019-10-11 02:10:00
84.66992,137.00104,2019-10-11 02:20:00
84.66921,137.00446,2019-10-11 02:30:00
84.66853,137.00752,2019-10-11 02:40:00
84.66783,137.01021,2019-10-11 02:50:00
84.66718,137.01268,2019-10-11 03:00:00
84.66656,137.01514,2019-10-11 03:10:00
84.66598,137.01765,2019-10-11 03:20:00
84.66538,137.02040,2019-10-11 03:30:00
84.66486,137.02307,2019-10-11 03:40:00
84.66431,137.02585,2019-10-11 03:50:00
84.66378,137.02852,2019-10-11 04:00:00
84.66327,137.03116,2019-10-11 04:10:00
84.66278,137.03394,2019-10-11 04:20:00
84.66232,137.03662,2019-10-11 04:30:00
84.66187,137.03935,2019-10-11 04:40:00
84.66145,137.04225,2019-10-11 04:50:00
84.66105,137.04529,2019-10-11 05:00:00
84.66068,137.04855,2019-10-11 05:10:00
84.66031,137.05206,2019-10-11 05:20:00
84.65996,137.05565,2019-10-11 05:30:00
84.65957,137.05949,2019-10-11 05:40:00
84.65910,137.06377,2019-10-11 05:50:00
84.65847,137.06830,2019-10-11 06:01:00
84.65784,137.07274,2019-10-11 06:10:00
84.65716,137.07779,2019-10-11 06:20:00
84.65644,137.08319,2019-10-11 06:30:00
84.65567,137.08887,2019-10-11 06:40:00
84.65486,137.09457,2019-10-11 06:50:00
84.65402,137.10037,2019-10-11 07:00:00
84.65318,137.10614,2019-10-11 07:10:00
84.65233,137.11180,2019-10-11 07:20:00
